text,misogynous
mention1 i don't want to blame the victim but this makes it difficult. are you a ho just lookin for money or are you a victim looking for justice?,0
mention1 ciao greta buona sera e buona serata bella porcona 6 una gran figa anche molto sexy ti scoperei un abbraccio e un bacio ?,1
"a man, knows the difference between a woman and a lil ol whore bitch 100",1
mention1 figlio di puttana che cazzo godi,0
rt mention1 mention2 sei una lurida troia mai sazia url,1
mention1 grossa figa...ti sbatterei,1
question: should 'refugees' who break the law  rape women be deported immediately? url vía mention1,0
ti blocco ovunque culona di merda,1
mention1 you can't go to bed with a whore and complain about getting vd. this is jose. this is us now.,1
"i don't go on dates, i make dick appointments",0
diopotco ti stupro tutto.sei condannato brutto infame url,0
mention1 questa me l'ero persa porca puttana,0
"mention1 ma vi siete chiesti perché la culona inchiavabile"" non ha preso posizione..? hanno quei famosi ""300mmm di ""ragioni""... per stare zitti..!!""",1
quante vecchie baldracche su twitter. ma che cazzo cercate? andate a preparare la pasta al forno porca troia.,1
"but the plant gets devoured by the animal, and the animal devoured by us, because nature, rather like i spoke of women before, is a cunt.",0
"for the viewers who are unable to read a bio, this account is for pure entertainment. its a joke, like woman's rights. yesallmen",1
"reagan was the 1 bitch whore of corporate america, next comes.... vote the gop out. url",0
mention1 la merkel lo ha silurato qualche anno fa non se lo ricorda ! inizi a non fare il leccaculo della culona sarebbe già qualcosa,1
teaching a woman to drive is like teaching a rock to swim. womensuck,1
mention1 dai che in qualche maniera ce la facciamo. immagina se dovessimo incontrare la juve a torino in semifinale? ci andrei a piedi porca puttana. ?,0
please tell me why the bitch next to me in the piercing line is so judgmental about everyone she fucking sees. shut the fuck up.,1
ci vuole la pena di morte. deve schiantare sto figlio di una grandissima pompinara.toscana cronaca url,0
"mention1 trattasi di una lurida supremazia maschile. il sesso ha tante sfaccettature, seppur senza amore non fa male a nessuno.  lo stupro invece è un indelebile tatuaggio dell anima che la persona si porterà addosso a vita!",0
mention1 shut up bitch no one fucking likes you! suck start a shotgun worthless cunt,1
"mention1 chiama putin per gli affari comuni sul gas, chiama merkel per chiamarla culona.  silvio farebbe bene a chiudersi in un ospizio",1
"mention1 ciao asia leggo su liberoquotidiano (on line) :asia argento, la lezione di isabella rossellini etc"". che ne pensi? cari saluti""",0
ah la faccia da pompinara scherziamo? ma come vi permettete a dirle delle cose così sconce amici17 url,0
men ( not all men ) should realize that women are on their job to work and not be taken for some s. e. x. toy. url,0
tryin to send that bitch back to her maker and if you got a daughter older than 15 i'ma rape her take her... right there in front of you dmx,1
mention1 sack up and talk to her pussy womensuck,1
" tuesday and wednesday, thursday and friday.....i can beat your ass bitch every weekend. ",1
my neighbour is such a cunt i hope someone murders that stupid bitch. preferably tortures her first as well,1
"mention1 mention2 io direi che bisogna prevenire"" , fare in modo che tutte quelle circostanze in cui una donna pensa all'aborto non ci siano. rendere una donna schiava del proprio corpo, ignorarne le volontà( vi ricordo che le donne non sono uncubatri",1
"poi si lamentano che la gente fa incidenti, ovviamente non sapete guidare porca puttana",0
mention1 don't worry about it and go make me a sandwich woman. womensuck,1
porca puttana ci mancava solo la corrente che va via a porta garibaldi. questa giornata non finisce più,0
yesallwomenbelonginthekitchen,1
mi sono nati due (2) brufolazzi porcaccia la puttana lurida,0
mention1 quanto stai godendo a vederti sputtanata per la troia che sei?,1
porca puttana ci sta sculacciando una squadra retrocessa alla seconda di campionato e ho appena letto:indovinate un po di dovè larbitrooooh!1!1!1,0
mention1 ramona .....te lo metterei nellano e nello stesso ti leccherei la figa con succhiata del clitoride.....sai che goduria....hmmmm ?,1
when you're toasting your boy but you see your girl checkin a text url,0
mention1 ciaoo bella culona,1
youre a bitch ass cunt mention1,0
5) retweet fantastici e dove trovarli: la calma prima di tutto milannapoli milan napoli donnarumma juvesamp finoallafine juventus milik url,0
mention1 you can't go to bed with a whore and complain about getting vd. this is jose. this is us now.,1
momento poco lucido questa mattina quando guardandomi allo specchio ho urlato porca puttana sono bionda,0
why do you miserable hoes be so worried abt the next bitch  wha they got going on ,1
mention1 porca puttana hanno più culo che anima,0
"ma che cazzo fate le dirette del concerto, porca troia godetevelo.",0
kys tryna step to oculr. are you dumb blud i will rape your sister and analy destroy your slutty whore mum,1
"if we're going to have sex or have had sex, please don't snap me pics of your face swapped with a man... i can't handle that thought process",0
voglio quelle cards porca puttana url,0
"in my lifetime i've called some women whores, a bitch a dirty boy a hoe open up the pussy store. pimp c",1
mention1 so men and women cant live together without sexual assault taking place? not all men are monsters!!!!,0
mention1 i won't tell women to 'suck my dick' as you did url,0
mention1 troia lurida solo cazzi in culo per te url,1
"già sono incazzata di mio e ora ci si mette pure lui, che cazzo gli viene all'improvviso porca troia",0
porca puttana ciao it me i was planning on making my comeback stasera ma mi hanno staccato il wifi tra due giorni parto per la francia internet sta finendo la situazione è tragicissima url,0
when your phone goes dry for more than 2 12 minutes url,0
"porca puttana con sti cazzo di passaggi sbagliati, ma siamo alloratorio?",0
"ma che poi perché noi donne dobbiamo soffrire ogni mese, chi l'ha deciso porca puttana.",0
it sounds so ugly to hear a female talk about another female claiming shes a slut or whore like bitch it aint yo pussy why u worried for,0
mention1 maybe this is what you wanted: what a gross skank! ever hear of a pocket? better? ,1
"wua e poi papa ha detto a mia madre- ha ammazzato un sacco di bambini quel puttanone, va in inferno!!!!!!! ( wua che frase)",1
why did god create lesbians? so feminists couldn't breed,1
"when you claim re:zero in a rp but have already accidentally killed felt, rem,and ram off.",0
mention1 mention2 mention3 mention4 mention5 mention7eu mention7 mention8 mention9 mention10 mention11 mention12 che bella figa ché ai mi piacerebbe leccare tutta amore mio ti scoperei tutta,1
"mention1 taylor swift is an untalented skank who can't sing, knows 3 guitar chords, and has an adams apple womensuck",1
"i'm only gonna waste your time, break your heart and ruin your vagina, to make you stronger as a woman. you're welcome",1
"mention1 mention2 mention3 mention4 mention5 difendere asia argento, zoccola che si slinguazza un cane ,,, è impossibile ...",1
' lee min ho and suzy relationship: lee min ho hopes to get married to protect girlfriend bae suzy' : url,0
i don't like change in my life except for the people i sleep with,0
mention1 mention2 lurida puttana! portali in spagna i tuoi schifosi clandestini!,1
ma quanto mi fanno tenerezza quei ragazzi che quando non ci stai con loro ti danno della figa di legno? poverelli,0
"mention1 è capitato molte volte a bologna di discutere con lavavetri molto aggressivi. se vedono una donna al volante iniziano a pulire anche se continui a dire di no, potrei dire che è un piccolo stupro.",0
mention1 the official womensuck twitter page!,0
mention1 che zoccolona che sei gilda! molto arrapante mentre ti togli le mutandine! puttanona,1
in each and every 1 of these rape cases it was some woman trying to be more than she is and none of the women deserved awards. give them up.,1
"giuro che io gli ignoranti non li sopporto. ma fatevi una cazzo di cultura porca puttana. non è difficile, basta leggere! almeno quello lo saprete fare, no?",0
"amici io voglio fare un appello spudorato: qualcuno mi ospita il 12-13 maggio a vedere la final 4 a kazan? mia mamma ha detto che al primo porca puttana"" mi caccia di casa e sicuro il primo ""porca puttana"" lo lancerei già quando fanno l'inno della cev""",0
"fanculo mette foto con me dove io sono un cesso di merda e lei invece è una figa. talmente è presa da quello che faccio, mi imita in tutto, personalità e non. vuole essere superiore o che cazzo si fa in sti casi",0
don't involve me in no hoe buisness 1 rule let a bitch choose i ain't never beefing bout no bitches,1
mention1 porca puttana che figa che hai me la mangiarei a colazione pranzo spuntino e cena ogni giorno,1
find it hysterical that a bitch can't talk shit on me until she moves awayscared???,1
"mention1 però porca puttana una metà spesi veramente male, ma quando cavolo ci ricapita di avere tutti quei soldi da spendere, che rabbia ? si doveva fare meglio!",0
mention1 notte pompinara!,1
ma che cazzo ci fanno quelle 2 schifose evahenger e figlia ancora in una trasmissione televisiva italiana a guadagnare fior di soldi? ma e' assurdo ma chi protegge queste vigliacche?mauriziocostanzoshow,1
not all men are misogynists and not all women are feminists. being vociferous alone cannot equate a woman to be a feminist.,0
mention1 mention2 mi ti inculo io,1
it's not the walk of shame if you truly give no fucks,0
"when you go to take a sip and and spill it on your face... like wtf hand, why you let me down like that, bruh",0
mention1 ed io ti inculo carissima gilda,1
mention1 mention2 tutto da penetrare e da sfondare questo bel culone,1
e' sport porca puttana non andate oltre augurando la morte alla squadra avversaria!!!!,0
raga sto piangendo mi hanno riportato gli highlight reel porca troia sono in un bagno di lacrime che cazzo did7dudh,0
"if you can't choke her with your cock just let her finger your vagina, princess",1
mention1 hmmm...... but you know it's not all men,0
"la culona resta a casa !vedere i conti di tutti i lavori fatti, pensare alla storia che ha sotto le lamiere e l'amore che trasmette ogni volta .... ha fatto cambiare idea a mirko vinotto !!un gioiello a 6 carati... url",1
"mention1 lo so, è fantascienza!ma se l' europa di serie b"" si staccasse dall' euro,si aggregasse con moneta e regole comuni,sono convinto che nel giro di pochi anni la culona merkel ela grande germania, avrebbero le pezze al culo!a chi venderebb",1
"mention1 da morire...wow...sarei capace di farmelo succhiare mentre fai pipì e dopo te lo infilerei a gambe aperte,nella tua figa ancora bagnata",1
mention1 correction - hugh if true. makemeasandwich,1
when you're chillin and the thai food kicks in url,0
metoo names such as bitch whore or any other gender based sexualised language is sexual harrassment url,0
mention1 okay good. as long as the men are comrades with same beliefmovement can join same group to fight enemies,0
quando crush con cui sei andata al cinema si trasferisce nella tua scuola e sei tipo:porca puttana ora se accollano tutte. r,0
mention1 better vetting is all we asked for but the left went hysterical like a little girl in barbie doll factory.,0
mention1 mention2 mention3 mention4 mention5 mention6 ti sborro in faccia,1
mention1 i'd be interested in seeing you have a second meeting with nikki. i want to know why she suddenly left her pimp 3 days later,0
mention1 mention2 da un puttanone come lui che ti aspetti?,0
want to know what's really 'problematic' ?? women freaking out over nothing! triggered idiots,1
mangiamoceli porca puttana amala,0
"mention1 ...hits you with the not all men! of course there were coflicted christians, but those who self -ident url",0
"mention1 per rispettare una certa progressione nell'insulto, nell'ordine ti direi: ateo, arricchito, culone e succhiacazzi lelegante",0
mention1 mention2 not all men abuse women so why should you need to have more faith in men who have don url,0
why can't girls just tells us how they feel? it'll save us guys so much time and effort womensuck,1
mention1 mention2 i just posted the original but nice try,0
some cunt at walmart went full psycho on me saying how she had no fucking space to put her shit bitch ur taking up the entire conveyor belt,1
mention1 it was targeted to all men assuming all men are the same. not all men are the same and nor are all women either.,0
sei un gran pezzo di puttanone url,1
mention1 mention2 mention3 e mo ci manca pure che santifichiamo napolitano dopo asia argento e abbiamo sentito tutto!!!????,0
friend- do you have any plans this weekend? me- url,0
i miei genitori e mia sorella non capiscono mai un cazzo. io accetto volentieri laiuto di mia sorella ma come spiega lei quella merda è totalmente diverso dagli schemi della prof e in verifica io devo basarmi sulle parole scritte dalla prof porca puttana non è difficile,0
mention1 mention2 stupid cunt chelsea have 3 starting player out long term,0
mention1 hey bitch stop selling yourself to mention2 run cunt run url,1
"se non te la do, sono una figa di legno, ma se te la do, allora sono troia. puoi andare dritto a fanculo allora??",0
mention1 ??? culona inchia.... la riscossa ???,1
"che bella la gente che litiga,che bella la gente che litiga cagando il cazzo quando cerchi di studiare,che bella la gente che litiga cagando il cazzo per ore quando cerchi di studiare porca puttana troia.",0
è scomparso un ragazzo di soli 28 anni che cazzo ve ne frega de adesso sono tutti suoi fan o meno ma porca troia usate il cervello,0
"narcissus was an attention whore, an asshole, a snitch, and just a complete fucking cunt in general. i'm kinda glad he isn't coming back.",0
how to kidnap me url,0
questa pasta fa le bolle porca puttana,0
mention1 ma che cazzo vuoi puttana,1
last time i dm you url,0
"puoi tornartene da dove sei venuta, zoccoletta!!!!!mai. levati. url",1
mention1 mention2 mention3 i mean all women have fathers. not all men have daughters so 'daughter issue' i url,0
mention1 ahahahah detto da chi lha assaggiata. e da chi durante la settimana senza le scansatrici eo arbitri amici....va be ma che cazzo perdo tempo con sta gentaglia. porca troia hanno anche il coraggio di parlare anche questanno il triplete lo f,0
mention1 ti apro tutta e ti lecco il culo e la figa mmmmmm,1
mention1 and women pussy hole ?,1
me trying to flirt- url,0
a 10-year-old rape victim gave birth in india  and the girl was unaware that she was ever pregnant. url url,0
charli: fuck you bitch charli: omg why am i so extra wjahjaaj,1
"always remember... when one door closes, 2 more vaginas open",1
"'ain't about them hoes anymore,it's just you' yet you talking sweet to the bitch you always talked shit about plus 2 moregmfu bro",1
gels getting overly emotional about things that don't matter? color me shocked! womensuck,1
puttana ti sto aspettando ti sbatto baekhyun in faccia appena arrivi url,1
mention1 please call me slut or whore sex mistress,0
join us in the rabbit hole last night? tag us and share your photos using overscared - you could win 2 tickets to frightmare 2018! url,0
when she tells you she's allergic to latex url,0
ever try to make a girl play video games? they are terrible. these are the skills they will need for the future. we're fucked.,1
"che poi essendo tettona ogni singola maglia mi viene scollata.ed essendo alta le gonne mi stanno """" corte""""ma il punto è: mi concio come cazzo mi pareeeeeee",0
mention1 ma andate a fare in culo voi e queste vajasse analfabete ex veline di don silvio b. da arcore. ma porca puttana ( non mi riferisco a loro) vi rendete conto di quanto siete penosi?,1
"mi emoziono come una scema""...no tettona finta sei proprio scema isola""",1
mi a1 mobile - what you in the box  storage  ram  android version: url via mention1,0
mention1 they probably do because it reminds them of the times when women had to stay in home  that's why they get hysterical lol.,0
"cook, clean, and deliver our awesome fucking offspring",1
mention1 mention2 keep calling her a bitch and a whore dude real grown up.,1
when she thinks she won the argument but you tell her 'hold tf up' then flip the whole thing on her ass url,0
mention1 che bel culone .......,1
mention1 ahhh bitch just the other day you said ' i been having a crush on him since forever' dumb ass hoe give it up he don't want you,1
when i come across random men's accounts that have me blocked url,0
mention1 ti sborro adesso,1
mention1 ma che cazzo dici? un esercizio commerciale che serve in funzione di orientamenti politici. ma vaffanculo cretinetta inutile,1
mention1 eccola la pompinara,1
girls will friend zone a dude that's in love with them and never give them a chance... but be salty af when he gets a girlfriend,1
mention1 sold out to the chicken hawks ya cock  that's you officially part of the swamp gofuckyersel ,0
mention1 sarà perché sei bona e tettona,1
fake rape bitch is still crying. lol so upset he didnt get the attention he wanted. got your address btw little ra url,1
poi sarebbe bello ma tanto bello se dopo fosse il turno della culona teutonica... url,1
mention1 mention2 e te lamention3 visto che hai tanto goduto lurida schifosa,1
mention1 stai zitta troia che arrivo io a consolarti,1
all the men who catcall on the street i wish i could personally shove back up their moms whore cunt :),1
mention1 ma nun se li poteva fare li cazzi sua diarrewara ? ma porca puttana lui e galak !!! la mia juve deve vincere lo scudo anche quest'anno e voi state li a rompe li cojoniiiiiiii !!!!!!!!!,0
mention1 mention2 tu sei una lurida puttana  mettitelo in quella testa marcia che hai,1
figa ma chiudi la bocca che entrano le moscheliverpoolroma,0
 bitch fuck shit cunt who  okayyy..,1
'can you stop getting into abusive relationships i'm tired of listening to you cry and then watch you fall back in the same hole' -siow 2017,0
"gol annullato all' inter. porca puttana, ora i milanisti godono ma dobbiamo fare gol adesso forzainter derbymilano",0
no you're just a dumb bitch that obviously doesn't know how to throw underhand. god you're a cunt url,1
"sono stata soprannominata più volte una, testuali parole, figa di legno: scusate se mi fate cagare e non la do a cani e porci",0
mention1 mention2 mention3 mention4 mention5 shut up you bald cunt,0
"rt mention1  shut the fuck up and come suck my dick """,1
"mention1 mention2 per la verità ha fatto il giro delle 5 chiese, manca quella della merkel (volgarmente chiamata la culona)!!!!!",1
nah that bitch sucking ass hole and you vibinfuck outta here young rainbow url,1
"cerco porca, possibilmente tettona, meglio se dellest europa (o comunque di origini est europee), che adori il cazzo grosso!! contattatemi pure in dm.",1
mention1 mention2 vabbè puttanone o troia se non è zuppa è pan bagnato,1
mention1 bitch show me attention too you whore,1
"mention1 ciao caro, ti segnalo mention2 come singlesegni particolari: è tettona",1
mention1 porca puttana...manca così poco!?,0
this bitch out here settin up dick appointments and your lame ass can't even get a text back url,1
"mi rattrista molto essere considerata una figa di legno che se la tira, quando in realtà sono solo super timida :(",0
mention1 baldracca esibizionista fai schifo troia url,1
marisa c'è! casalinga ?incontrionline tettona rt plsscopri di più  gt;gt;gt; url url,1
mention1 sup bitch yo be fuxking care ful i find out ur touching my man. ima find you. be scared whore be fuxking scared.,1
no ma io direi di giocare a fare la troia fino a che non ti apro davvero,1
"mention1 then don't be a whore and open your legs for everyone, and not fuck everyone you want, and magically, you'll prevent getting an std.",1
"mention1 insieme alla mummia di noialtri, all'assassina psicopatica al diversamente bianco d'oltreoceano al manichino inglese alla culona inchiavabbile eccctt!!",1
"mention1 mention2 mention3 mention4 mention5 mention6 if you really believe that feminismiscancer, maybe url",1
ritiro tutto sul cervello del ragazzo di arianna appena ti vedo ti stupro lei felicissima per le sue parole ed io schifata con un conato di vomito uno via dietro laltro,0
and i was cool with both guys  shows you women are sneaky and ain't shit just like niggas. always knew my baby mama was a hoe ,1
mention1 in this full length fur coat calling this girl a whore  bad bitch,1
mention1 porca puttana una volta che salgo con i figli ?,0
ok e greco quando cazzo lo faccio porca puttana vaffanculo,0
mention1 mention2 you shut your whore mouth,1
mention1 mention2 porca puttana i disegni mi ricordano quelli degli anni 90 .... speriamo bene....,0
rt mention1 la tua schiava tettona mention2 guarda anche te mention3 url,1
mention1 mention2 mention3 much confirms that she is a hysterical liberal wacko. any woman who forces pothe url,1
idc if a bitch was a hoe cause i love hoes. they're mad fun and nastyyy.,1
"sto leggendo quel libro in cui philip roth parla sempre di cazzi, palle, sperma, figa, mestruo e di quanto odia la sua famiglia url",0
"dimartedì travaglio, porca puttana, perché il governo letta era inciucio mentre quello con di maio sarebbe lecito?",0
when your wingman gets bunned up and leaves you to fend for yourself url,0
ma porca puttana io non sarò normale ma se stavo male davvero non ve lo dicevo  genitori ma come siete messi,0
perché cazzo mi sono svegliato così presto porca puttana,0
mention1 puttana che sfigata,1
yet when men sexually abuse women its not all men url,0
'oh you're dating someone now?' url,0
mention1 quel figlio di una lurida puttana,0
still waiting on a 'favorite for me to inbox you about blablah' from some bitch i dont know. you got my favorite dumb skank wheres my dm,1
mention1 mention2 bitch shut the fuck up,1
mention1 you stupid wanna be bitch go back to your hole,1
ho sonno e sono ancora dannatamente fuori ma chi me lo fa fare a uscire ma porca puttana,0
any girl that says pussy rules the world has never had good dick,1
mention1 che grande troia che sei,1
i use to get sky at my dads house but his whore girlfriend never use to let me watch it,1
chuckwoolery: lipstick on a pig. the democrat women on out numbered. if it weren't so weaselly it would be hysterical. trying to defend dnc,1
rt mention1 that awkward moment when you're on a date and 'daddy yfb' texts you...and your phone is face up on the table...mention2,0
mention1 we understand. they need to understand that men are born to be in control. thanks for supporting our cause!,1
non ce tempo pi le puttane false. che cazzo e chistu minchiata?!,1
"aggiornamento 19.04.2018.vederla nell' angolo di quel box mi strazia l'anima ....perché ottavia è buonissima e dolcissima e per colpa di una schifosa, psicopatica, indegna (che maledico ogni giorno)... url",1
"mention1 mention2 ma chi è, chiara la pompinara?",1
calling guys immature doesn't make you any more mature. ladies you need to find some other bs excuse for ditching us! womensuck,1
mention1 mention3it mention3 mention3fr mention3de mention3es mention3uk mention3nl mention9 mention10 non resisto a vedere la tua faccia vogliosa ummmmm libidine erotica assolutamente irresistibile sei tutta da sborrare scopare fica culo bocca una faccia da pompinar,1
mention1 mention2 mention3 mention4 mention5 che pompinara?,1
mention1 porca puttana ma non hai detto che ceri anche tu mi è preso un colpo ho urlato in mezzo alla sala sofia,0
theres an aamp;r dj that works at radio owes alot of uk artist in my era a massive apology u played alot of games god na sleep pussy hole,0
"wua e papa ha detto a mia madre- colpevole puttanone di tua madre, possibile lasciare con puttanone e alcolizzato, logico che copiava merda dei tuoi genitori, papa alcolizzato!!!!!! ( wua dedushka era alcolizzato, e io ora sono uguale a lui)",1
when she's bitching at you for absolutely no reason and you're wondering why you ever left the single life url,0
mention1 ti scoperei io così troia,1
"if you can't choke her with your cock just let her finger your vagina, princess",1
mention1 porca puttana ma ce la fanno,0
in class today girl next to me 'i hate how every girl dressed like a skank for halloween' guy in front of me turns 'it was amazing,1
mention1 ma che cazzo vuoi puttana,1
mention1 gntlement must know treat their women like princess not like whore ehehe,0
allies 10 year old brother is calling me a cunt and a bitch bc i asked him a question,0
last night i saw a pei bar brawl between 2 women fighting over a man. one socked the other and called her a whore. the man promptly vomited.,0
pokemon go is quite in fact the real walking dead,0
hypnotize synthesize love is a lie like a hole in the sky then you die,0
mention1 sooo you trying to pimp em out. bet.,0
"rt mention1 taehyungarmylovesyou mi scuso per le parolacce che sto per scrivere.porca puttana, la avete un cazzo di vita? vi fa sccosa?",0
mention1 pompinaro vieni che ti sborro in bocca.. ma va a ciapal endel cul,0
mention1 beeella tettona!!!!! buongiorno ???,1
im a big fat hoe ve lo giuro su cristo che non mi frega un cazzo di niente ma quella puttana la sparerei in gola e poi lo farei a me stessa per morire nel suo stesso momento posto e istante se occorresse perché sono una stronza criminale di merda disperata e i....... innamorata.,1
ffs you're such a loser  url,0
cosa cristo dio mettete i green dai in sottofondo che io già sto piangendo come una merda porca puttana,0
mention1 mention2 o ma ti stupro la sorella,1
i'm astounded women have to tell grown men 1) don't drug us on dates 2) don't send dick pics 3) using powerpositionfear isn't consent url,0
"è dal 26 di dicembre che dovrei essere a dieta. porca puttana adesso è pasqua, domani pasquetta... insomma un casin pasqua pasquetta dieta",0
"mention1 mention2 mention3 mention4 mention5 nella valigia ci deve finire lui ora, porca puttana!",0
"cè una persona che è sempre nella mia tl, che mi segue e qualche volta mi mette like e che sta sera era al concerto che porca puttana voglio prenderti e portarti tra le braccia di harry in questo istante, te lo meriti più di qualsiasi altra persona al mondo",0
mention1 pompinara per eccellenza la stella di tw,1
"mention1 why do women have holes? to fill, duhh!",1
i cant fucking believe yall call this rape bitch wtf,1
should be able to get it back  url,0
volevo dire una cosa a lauren: culona amici17,1
mention1 e certo il testimone chiave è morto ammazzato grazie a te e quella gran culona della merkel,1
porca puttana mi è caduto l'orologio e mi si è rotto ai lati,0
"credo non dimenticherò mai mia madre che, dopo aver sentito sign of the times alla radio e avermi chiesto di che artista fosse, alla risposta harry styles, quello degli one direction mi ha risposto solo porca puttana. vai haroldo, spacca i culi!! oneyearofsignofthetimes",0
the woman who accused nelly of rape has dropped her case. url url url,0
so my chloe don't want to see me win she unfollowed because i made a post i hit 100 followers and then she unfollowed me bitch fuck u whore,1
mention1 bella troiona ti sfonderei tutta,1
rt mention1 peggio di un puttanone è il puttanone che fa la morale.,1
when you constantly have dick on the brain url,0
how in tf you gonna put your two cents in on something and somebody you dont know then block and unblock me. like bitch get off my line,1
ma porca puttana ma la gente ce la fa? ma pensano prima di scrivere? dio in culo le infilo il traduttore. url,0
when you're twitter beefin with brits but don't know who's talkin shit cause you can't understand their slang ,0
cant even date or talk to a girl who is an attention whore on social media. what makes you think ima date or talk to a hoe in real life,1
mention1 mention2 mention3 how do you know baby boy. baby ho gya kya,0
roberto lascia stare quella figa di legno e gatta morta!!!! ci sono io!!! matrimonioaprimavista,1
ma ammazzati troia,1
"mention1 thank you for this article, truly. those not all men comments below it... i dont know how you keep your sanity.",0
mention1 ma che cazzo vogliono!!!!! adesso non possiamo nemmeno minacciare di stupro una sionista! url,1
mention1 mention2 mention3 mention4 cit: grasso sulla schiena dei ricchi svergognati; fascista colta a ruminare... non ce la vedo asia argento dire certe battutacce!!!???io non rido di fanta traduzioni (schiena lardosagrasso sulla s,0
this bitch out here settin up dick appointments and your lame ass can't even get a text back url,1
mention1 mention2 pezzo di figa ????????????????????????,1
"mention1 mention2 mention3 mention4 mention5 mention6 mention7 come ti ho già scritto, asia argento non ha mica parlato di incontri programmati. riguardo la tua educazione qualche riserva ce l'avrei",0
mention1 vengo e ti prendo a casa se offendi di nuovo. figlio di una grande puttanona peggio di quella troia della moglie di m lopez,1
mention1 lmao this bitch got no clue what shes even attracted too...show any women vulnerability and shes gonna be url,0
"mention1 mention2 simone,stavolta non sono d'accordo conte,di politica non capisce na mazza,a casa a fa a casalinga. ti voglio bene simo.",1
ma porca puttana bryan  amici17,0
"mention1 quelle che sostiene indossando il velo? di femministe come lei non ne vogliamo, grazie. tantomeno chi si associa ad asia argento. si nasconda, il suo tempo è finito.",0
"when life gives you lemons just remember... nobody gives a fuck, keep that shit to yourself",0
mention1 that bitch is the godmother of perversion! crooked hillary is like the ugly old slut of the wild west that opens the whorehouse!,1
mention1  leosinima che messaggio manda tappatele  la bocca ai bei tempi andati furbi e imbroglioni venivano impiccati nelle pubbliche piazze,1
nessuno nota le tue lacrime...nessuno nota il tuo dolore...ma porca puttana tutti notano i tuoi errori...,0
mention1 ur cunt would be so wet as i fucked ur slut holes x,1
mention1 mention2 mention3 bitch please. i bet the cunts won't even bother.,1
ok it's not okay to call a girl a bitch and slut especially when she's been your friend for years. fuck you.,0
shoutout to all the girls that can't go swimming this summer cause their body will wash off...,1
"if most of ur posts r abt how 'hoes', 'sluts', 'thots' or 'bitches' ain't shit, u sir r a bitch and so is ur weak ass mom  absentee father.",0
"mention1 io ne ho uno che ogni tanto ciao,come va?"" e figa...ma che cazzo di esordio è?! ahhahahha!!!""",0
ho fatto sto percorso con estrema umiltà ma che cazzo stai a di valentina ma stai zitta porca troia amici17,1
"mention1 oltretutto mi ha detto che nel letto mangiavano ad ogni ora takeaway super unti e puzzolenti, ma io ti brucio il letto schifosa",1
all of a sudden the guy went hysterical because he thought that the girl is assuming that somethings going on between the both of them.,0
my shawty is a good girl not no freak hoe,0
"che poi che cazzo 5 argomenti in 40 minuti e chi cazzo sono oh,,, porca puttana quanto mi rode il culo ogni volta che facciamo un compito è così",0
mention1 che bello scoprire che non solo io vivo con delle schifose di prima categoria. anche il nostro microonde è sempre sporco e lo devo pulire io che neanche lo uso. dentro le più grandi esplosioni nucleari di cibo e loro niente,1
mention1 mention2 oh nvm i didn't know omega  okada was in a pic together bitch fuck you slutbag whore cunt,1
"all girls are hoes, you just gotta know how to bring the whore out of them",1
porca puttana se mi viene il mental breakdown di depressione anche in gita perché sono circondata da troppa gente mi incazzk,0
"stop sweatin these hoes... vaginas are like doors, when one closes, several more open up",1
mention1 non dirlo a me porca puttana che ho dovuto vendere il biglietto due anni fa figaaaaa ho i soldi di renzi da spendere halsey cazzo,0
why do you miserable hoes be so worried abt the next bitch  wha they got going on ,1
mention1 mention2 :') this whore is damn sexy mention3 tbh this girl knew how to name her acc :'),1
... some cunt tagged my moms house - reason 43 im leaving this shit -hole for good url,1
raccolta fondi per pagare un puttanone a dybala. jvtblive,1
mention1 mention2 la merkel e' una culona inchiavabile...,1
ma porca puttana lurida di merda!!! realmadridjuventus,0
charli: fuck you bitch charli: omg why am i so extra wjahjaaj,1
mention1 mention2 stop embarrass media women -u r media whore! mention3 mention4 mention5 mention6 mention7,1
"certi ragazzi fanno davvero schifo, si vantando dicendo w la figa"" o ""ti sbatterei qui sul tavolo"", riportatemi al 1300 quando ci si innamorava  per il  cuor nobile.""",0
great my lymph node is swollen again. shows how stressed i am cos of some fucking whore ; her spreadshit ; stupid frens who believe her.,1
mention1 che faccia da troia in calore url,1
this picture best describes my maturity level url,0
you don't know me yet you hate me and that's cool... but guess what.. i don't hate you cause i would never waste my energy on a stranger,0
salzburglazio rialzarsi subito porca puttana,0
"rt mention1 cioè porca puttana, ma che cazzo serve ripetere sempre le stesse cose  da agosto ad aprile? tutti sappiamo cosa manca, inutile",0
porca puttana ma perché mi viene un attacco dansia ora dio santo stava andando tutto così bene mi ammazzo,0
"non posso leggere commenti tipo ed ora è colpa di gattuso"", abbiamo 11 titolari, 3 riserve e 20 seghe. porca troia, è ovvio che siano cotti. si punta alla finale di coppa italia, ed era ovvio che in champions il milan non ci arrivasse.avete visto le rose di roma, inter, lazio?""",0
"mention1 mention2 give it a rest, you fugly skank.",1
mention1 ma che cazzo di problemi ha la gentepoi mattoniporca puttana ma dico io,0
nelly rape accuser will reportedly drop her case - the woman who accused nelly of rape will reportedly not... url,0
porca puttana tuitto per una settimana come se non ci fosse un domani juventusfootballclub,0
mention1 buongiorno cara signora complimenti al suo gran bel culone . mmmmmm,1
mention1 bel culone merita un bel po di colpi.,1
