text,misogynous
mention1 you can't go to bed with a whore and complain about getting vd. this is jose. this is us now.,1
" tuesday and wednesday, thursday and friday.....i can beat your ass bitch every weekend. ",1
kunt dont join me if you have never done calus before. im not here to carry. fuck me sideways!!,0
my girl make my shit solid as a rock when she kiss me you hoes just not attractive  url,1
don't let the world ending distract you from the fact that you're a hoe.,0
when you finally lose all respect for someone so you decide to fuck them and ruin their life just for fun lol,0
bitches love arguing with me on instagram k michelle is a whore so lets stop,1
mention1 mention2 mention3 i want ram mandir ; development in india. do you want both or nothing?,0
mention1 rubbing her cunt with her panties down is such a pleasure to watch and perv at  this woman is a bea url,0
sexworkersagainstfeminism are invited to join the blog . end feminism today! url,1
mention1 mention2 she a nasty skank hoe who would fuck her wolf pussy anyway ?,1
 i just want all your attention babe stop seeing these other hoes .. first of all bitch im legally blind,1
"lets me honest, jews offer things and the white women are just skanks. muslims gang rape and beat white women. url",1
"mention1 first of all bitch fuck u, second of all we both hoes ",1
mention1 fuck you thats my fucking boy bitch ass cunt ready to fight,1
'as a woman i am absolutely appalled about the way things have become beyond hysterical. men are now'  gumblina1 url,0
yes you're so hot but you've fucked black guys therefor you're ruined slittybitches,1
reason 346738 why some women are stupid af url,1
ever been so hungover that your stomach feels like it's eating itself,0
"rt mention1  shut the fuck up and come suck my dick """,1
whats up bitch ass bitches and skank ass skanks,1
me when people take a post too seriously and i'm reading their butt hurt comments url,0
"mention1 not all men. you are all driven by the same lusts women are, some just persue those lusts differently ",0
"so he called women who stuffed their faces fat, jamie c a cunt and wanted to fuck girls aloud.. in 2002. burn him at the stake loosewomen",0
french mps are demanding changes to the law on child rape after prosecutors ruled that an 11yr-old girl consented to sex with a man aged 28.,0
when someone with stank breath tries talking to you url,0
you are so hot but you're a bitch so that cancels out your hotness! womensuck,1
i've said it before and i'll say it again. don't tug on my dick unless you plan on sucking it! womensuck,1
"not only r u fat and disgusting, but why do you feel the need to post photos of urself in a bikini. who do you think ur fooling seabiscuit?",1
"you are a liar and a flop, you skank hoe! even netflix doesn't want you lmao url",1
when women are depressed they either eat or go shopping.... men invade another country.,0
felling love with this couture inspired sandwich maker by dash: url sandwichmaker appliance url,0
mention1 mention2 well that's a personal problem and obv not all men do it. women abuse power as well. not a defense.. just a fact.,1
when you finally get what you deserve url,0
"when anyone calls me about anything, ever url",0
when they won't stop talking about their ex on a first date url,0
mention1 you just figured that out?,0
mention1 not all men - at least one woman url,0
men who feel the need to not all men women who speak out about harassment are not qualified to represent women.,0
bitches fav line is am i supposed to be scared? listen here lil bitch you dont have to be scared to get your ass beat. so wassup,1
teenwolf menstruafacts question of the day: when does a feminist forget feminism? answer: when the restaurant check hits the table.,1
mention1 like shooting in a pressurised cabin. dont know were itll end up. id suggest you run a train on some slag indoors.,0
when you're trying to enjoy a nice date but your boyfriend won't stop texting you and interrupting it url,0
"rt mention1  shut the fuck up and come suck my dick """,1
not all men are trash and the women that assume this are trash just like the men they are talking about,0
i only follow pretty girls that live close enough to fuck  url,1
"mention1 mention2 mention3 thanks man, sometimes we gotta state the obvious for the women, this is a parody account yesallmen",1
"next bitch that cheat on me getting pimped out, you wanna be a hoe bout shit so we gon make this money",1
"you're derailing the point. this isn't about ya'll. we know not all men, but every woman can say that it has happen url",0
of course i invited you over to 'hang out' ....stupid bitches womensuck,1
ok not all men must leave me alone! just some annoying ones. if i'm interested in you you will know.,0
mention1 mention2 fag idiot cunt loser egirl slut cumholder,0
"we are not all men and women of god in this context, i'm not talking generalization, i'm talking about gods prophet url",0
(toronto sun):woman who accused nelly of rape wants case dropped : a woman who said the.. url url,0
"apparently, you can turn a hoe into a housewife",1
the only reason girls go crawling back is because they're afraid they can't do any better... which is probably true womensuck,1
mention1 mention2 curt you slag stones off constantly ,0
silent about harassment? nope. silent about sexual assault? nope. silent about rape? fuck no. you can't shut me up on a good day.,0
mention1 mention2 mention3 mention4 how many women commited jouhar to avoid rape and captivity? those who don't learn from history are condemned to repeat it..,0
mention1 i want women to have equal rights ... unless you dont fit my exact definition of how a woman should be then youre a hoe,1
once a hoe cross me on some fake shit then want play victim i could never be friends again yea i forgive you but i can't fwu like that ma!,1
i wonder if rick will make another deal with those crazy ass women  and if that crazy ass nigga will actually hoe daryl again ,1
how to kidnap me url,0
if you have to ask why womensuck you're obviously a woman.... and you suck.... subtweet,1
mention1 mention2 yesallmen because... url,0
mention1 why is this stupid bitch still relevant?,1
not all men cheat. good morning to all the good men out there... you guys are the real mvps,0
when the rival lemonade stand starts stealin your business url,0
this cunt likes every single post on that bitch's account and she doesn't even follow him,1
i love my bitch we be clowning i call her an my mom facebook thots  and she call me a instagram slut  bitch got me fucked up ,0
"mention1 not all men want to give you money for bad takes!! and not all white people avoid spices, its just most of us",0
mention1 sweet. broke-assed bitch will shut her jizz-hole for once. once.,1
people love it when you tell them about themselves.... just because the truth hurts like a bitch doesn't mean you have to act like one,0
"we don't know about you , k.inne bare fan ho ap bh cricket k. mention1 mention2 mention3 mention4 url",0
cfr metoo to the people braggin'with that 'not all men' bs: just because it doesn't concern you doesn't mean it doesn't exist -,0
"mention1 mike i don't know you from a hole in the wall you're a businessman either way you can't lose, but url",0
rt mention1 because some women are stupid url,1
so my mom called me a nasty slut because i got a tattoo lmao that bitch is crazy,1
mention1 nice new signage. are you not concerned by beatlemania -style hysterical crowds crongregating on you url,0
women only vote for question 6 cuz their 'best friend' is a homo or chad at the salon told them to. womensuck,1
"lmao a little bitch got mad at me at work yesterday and asked to speak to a manager..  hoe, i am the store manager so what now? ",1
mention1 why dont you crawl back in your hole skank,1
"im so trill, ur hoe can't handle it but damn, that bitch can suck a diiiiickkkk",1
"mention1 wow mo cock got hard. want to pull your panties down, push you against these door and let you feel my cock deep in your wet puss ",1
what's the polite way to say 'don't eat too much today cause i'm not tryin to get shit dick when i fuck you in the ass later',1
mention1 chuck bass kept waking you up because he wanted to make sure that you got the t on kunt,0
mention1 mention2 you are such a lucky slut girl !!!! i envy you ,1
mention1 you shouldn't be leaving your kitchen unattended womensuck,1
mention1 maybe if you weren't such a tease your mom wouldn't tease you womensuck,1
"friend- it's been a long time, what have you been up to? me- url",0
"mention1 just watched the video, i thought candaces behaviour was shocking. the woman is hysterical, you did well blaire.",1
mention1 faggots pay day !! hand it over as you get bitch slapped by my cock ! hahaaaa,0
domestic abuse is never okay.... unless your wife is a bitch womensuck,1
i like to play a game called 'what idiots that i can't stand is fb gonna suggest i friend today',0
"you just have power over men altogether, women are mens ultimate weakness after all... which is why women are slut url",1
prayforpaulgeorge uk ukip politicsmatters all women with a degree in 'women's studies' should go to prison. url,1
mention1 almost everyone ive met says edating at all is being a slut or whore but jumping from person to person is definitely being one mate,1
mention1 ok if you fucking said leave block me. but dm me first i'm gonna kick your ass. shut the fuck up you url,1
bitches are always sayin 'it's the little things' until you have a -a little bank account -a little drinking problem -or a little dick,1
mention1 you broke it. a hole.,0
help us all the bitch is back. i checked the hole she went in and covered it up. url,1
"twinkle twinkle little slut, you've got just what this bitch wants!  you  will have lots of fun, you'll kiss my neck  lick my bum! findom",1
her- can i stay the night? me- url,0
bitch stop playing with me and drop my shit off ! what u do after that ain't no problem because i know they gone send u back lil whore ,1
mention1 id love to lick your pussy before and after a big black cock has fucked it! im in northwest indiana hmu if you need a cuckold!!!,1
"mention1 mention2 you are todays saibaba,lord krishna,god ram plz help me or i will commit suicide",0
yesallmen because every 14 seconds a man's butt is looked at without permission.,1
bitch boi still doesnt know his girl still barking up my tree ,0
"rt mention1 sometimes i want a girlfriend, but then i quickly remember how i hate women",1
i just want my girl to suck my dick with my nike head band on,1
rt mention1 only a fraction of women are crazy. that fraction is 100100.,1
if i was a woman i would probably be a hoe lol they have so much fun and niggas pay them for stupid shit,1
how i keep my block finger strong af url,0
mention1 listen fam. if you're a whore you're a whore clearly you miss read my tweet if you thought i was calling every female a whore.but yes hmp,1
"if you can't choke her with your cock just let her finger your vagina, princess",1
mention1 what you say bitch nigga hoe?,1
this ignorant cunt bitch mention1 bout people hate her cus shes lightskin...no. we hate you cus you are a man.,1
"i'm only gonna waste your time, break your heart and ruin your vagina, to make you stronger as a woman. you're welcome",1
mention1 the women act like they don't have options. yet dick is all over. when women realize there is excess men is when they stop putting up trash.,1
"life is all about balance, so make sure you have as many blondes as you do brunettes on your roster... but no gingers, they're immoral",1
"mention1 girl people really do that, like damn bitch you so selfish you dont wanna rt me and get me clout",1
mention1 lol plot twist ..what if your girl is secretly a hoe ,1
my favorite dm is the one i have between both my accounts... it's where i  people to block them... and i send myself dick pics,0
mention1 jeans ho ya girl hu,0
heres what i wont do: demean another woman for the way she dresses. slutwhoreskank are not part of my vocabulary.,0
mention1 yo this bitch is blowing my shit fr talking bout i'm trying to talk to her girl shawty won't even show her face .,1
"i dont see why some people get so offended by what i say. its not like im making this shit up, women really do suck.",1
"pregnancy, periods, breast cancer, being walked on, rape, harassment, abuse...females go through a lot. women are strong ",0
"mention1 mention2 it doesn't matter if a woman is lead, we're often disregarded as hysterical by pointing out basic ass bradley shit, so",0
mention1 shut the fuck up hes not gonna dick you was gonna send u this dope steroline edit but u can go cry to olly,1
"when hollywood powerhouses accuse you of rape, you have a problem. when you help make them powerhouses, you became the problem!",0
when your girl been drinkin that lemonade so you gotta disguise yourself and get the fuck outta town url,0
"all bitches do is lie, talk shit and fuck up their eyebrows",1
same  url,0
thatfatesbitch early 2017: echoes sucks fates is better thatfatesbitch end 2017: 90 of women have a rape kink so you can't say it's bad,1
the 'i'm such a feminist' niggas will 'not all men' you to death. lmao,1
what a suprise my ex wife is being a whore for haloween wait until the kids turn 18 karen fuck yo.u whore bitch you lying steali,1
youre in the middle of being a woman or being a bitch?,1
these hoes do to much and these niggas bitch made lf,1
mention1 mention2 mmmmm sweet pussy hole :) xx,0
you're dating such a douche bag omg. i just wanna punch you in the face for being so stupid. not even him. womensuck,1
mention1 fucking bitch sarah fucking lying cunt,1
mention1 bitches love electric toothbrushes in their twats...,1
"yeah, here i am again. anyone else see at least 5-10 women today? can't believe they were allowed outside. who do i complain to????",1
i started stroking it instead url,0
mention1 shut up bitch no one fucking likes you! suck start a shotgun worthless cunt,1
watch my snap story tonight it will be all over it  url,0
i can be a rude cunt sometimes but don't be a bitch about it just lax it out and kick back,0
all those haters calling me a whore when they could call me a dick juggling thunder cunt instead  url,0
wanna be like u could be fucking working for him some day you fucking little slut,1
"obviously meredith, obviously. filthy bitch  url",1
"'is there an hysterical witch hunt going on in hollywood? maybe! but first, you'll never believe who this insanely hot 13 -year old girl is!'",0
don't try to show off in front of girls by trying to talk down to other men... it comes across as pathetic...,0
mention1 shut the fuck up you cunt,1
mention1 mention2 mention3 she clearly thinks women are stupid! bitch needs to take a seat.,1
fuck the bitch that works at bk. she wouldnt take my order stupid cunt.,1
you're ugly. caking on makeup can't fix ugly. it just makes it worse!,1
i hate playing never have i ever cause i have,0
how keyboard gangsters feel leaving their stupid ass comments url,0
if only i could get out and beat the cunt that just hit my car with 5 fucking kids in it...cops are fucking looking for you bitch 507tvb,1
i hate this british woman of letters bitch,1
when i come across random men's accounts that have me blocked url,0
mention1 your a crack whore look in the mirror complete trash you are you make women yourself and the great s url,1
im so glad i make more money because i'm an a man! can't wait for more women to get less and do more! keepwomendown,1
"mention1 mention2 mention3 mention4 nono, you are right: not all men say not all men...; -p",0
my brother is such a dick to his girlfriend who is so damn nice and it literally pisses me off.,0
mention1 mention2 mention3 mention4 mention5 bitch that was same rape case from last year try again,1
it's so annoying how people believe that the husband can rape the wife. she doesnt want sex at that time you should understand not force her,0
"people in airport bars always wanna tell you their life stories... stfu bill, idgaf about your stupid daughter and whore wife",1
new  url glorious ebony woman is having fun with a midgets tiny cunt daddy luvs this,0
y am i the nastiest skank bitch ever to live i wanna die,0
why whore when you could cookie?,1
y'all so quick to call a girl a thot meanwhile u eatin and raw dogging every bitch u can ,1
when your phones at 3 but you're about to get laid... url,0
"what's the polite way to say, excuse me but i think i speak for everyone on the boat when i say i'd love to make a sloppy mess of your wife",1
"mention1 mention2 calm down this parody account is live again, that was close tho u guys almost had an impact on something yesallmen",0
don't sell me dreams cause i'll return them as nightmares,0
is there a thing in the constituion about women shutting the hell up? come on! shutthehellupwomen..,1
"rt mention1 sometimes i want a girlfriend, but then i quickly remember how i hate women",1
love how going to an all girls school gives you a sixth sense for life of knowing when a woman is an absolute bitch,1
mention1 women everywhere really! thanks for the support michael maledominance,0
not all men or women cheat.. just people with a childish mindset who think feelings ain't shit to them.,0
i dont like halloween at all that shit cold and everwhere you go smells like booty hole and candy dont  me,0
"literally no woman has ever gone out like this. if they did choose though, you're a slimy cunt for cat calling url",0
fucking fuck shit piss motherfucking bitch tit cunt fucking slut,1
this is why i hate people url,0
rt mightybusterbro: most hated woman hysterical tribute to 10 yr failed run for us woman pres. 2008 to 2017 break url,0
before bed i wanna give a shout out to the skank at mescalcolorado yeah you could have approached me and told... url,0
"mention1 mention2 good point. i guess he should chew gum, move on married women like a bitch and grab them by the pussy? -president of the virgin islands",1
i'm astounded women have to tell grown men 1) don't drug us on dates 2) don't send dick pics 3) using powerpositionfear isn't consent url,0
"there was a time in my life when i really enjoyed talking to girls, now i hope they all get cancer womensuck",1
"mention1 it's alright julia, we already know how vile you are, no need to ram the point home",1
"mention1 mention2 really? some cunt that has oasis lyrics in her bio is gonna tell me something? stfu bitch, this cunt is crazy.",1
wonder how insecure you have to be to tweet notallmen ,0
mention1 do people laugh at this stupid woman  her crazy hats in the u.s? we're finding it hysterical here in the u.k.,1
especially old women who can't shut their pie hole.,1
mention1 i know fucker bitch i rode with you one time remember cunt whore? never again will i fuck around with the fuck around ,1
mention1 are you calling me a slut?,0
"i like to blog about masculinity, fascism, alternative ideas, heres my next account",0
mention1 pernicious insulting myths: women as hysterical snowflakes who think everything is harassment; men as un url,1
i'm just tweetin ion want no hoes why you dm'n me lil whore ,1
mention1 where is that person1 slut bitch? that bitch is amazing,1
"i'm pretty sure it was abe lincon who said 'fool me once bitch, shame on you. fool me twice, i'm no longer a man and am now a dumb woman'",1
feminists' husbands thingstimhowardcouldsave,0
love a bitch for what ? all she good for is sucking dick!,1
these cunt whore are lickers are all army  their family if they get a female they all gang bang her ' whore all... url,1
titties are  but where's your ass bitch,1
mention1 weloveyouconnor oxymoron of the day: 'independent women',0
not all men when i could love a girl -.,0
when your ex leaves her shoes at your place url,0
"apparently, you can turn a hoe into a housewife",1
mention1 the man asked you a question. make sure you answer it you weak bubble headed socialist union whore. url,0
rape a pregnant bitch and tell my friends i had a threesome is the smartest lyric ive heard in a while,1
"if the temp is 50 degrees  up in the fall timei will always wear shorts  booties. call me a slut, hoe, or whore idc",0
mention1 shut up bitch no one fucking likes you! suck start a shotgun worthless cunt,1
says a colored woman of a race that claims to have a ' hysterical fear ' of the police.  url,0
grace is literally the most boujee girl on the planet and it's hysterical,1
when your friend says she's got the perfect girl for you url,0
"you don't have haters, people just hate you, dumb dumb",0
do you guys accept your significant other calling you out of your name! i.e bitch hoe slut etc.... and im not talking about during sex. ,0
mention1 mention2 mention3 how do you know baby boy. baby ho gya kya,0
"mention1 you work for the sn, standard practice to be a lier and a complete cunt.",1
men ( not all men ) should realize that women are on their job to work and not be taken for some s. e. x. toy. url,0
mention1 got these hoes thinking sharing a nigga or being a side bitch is cool ,1
"mention1 i know you do, slut url",1
"2 cents. yawl thinking this woman lied on nelly is still apart of the problem. now, yes, sometimes people do lie about rape.",1
and then some bent cunt turns up for a flyer.....last time on this shit hole!,1
mention1 mention2 mention3 mention4 not all men stare and not all women r worth staring either....,0
"prom is coming up boys, don't forget your compression shorts! womensuck",1
love how going to an all girls school gives you a sixth sense for life of knowing when a woman is an absolute bitch,1
how you bitches look with your snapchat filters url,1
bitches love arguing with me on instagram k michelle is a whore so lets stop,1
"mention1 all women deserve an opinion and have the right to, you on the other hand my dear are a cunt who d url",1
mention1 block me bitch i love trump u ignorant cunt!!!!,1
mention1 mention2 you are such a lucky slut girl !!!! i envy you ,1
mention1 i get suspended at least every other day. but you still see that skank whore chelsea handler still tweeting away.,1
leminis stop training it's time to get ripped hashtag this cunt bitch literally fuck that?,1
an angry woman standing up4 human rights is 2 difficult to be worth loving. men love pretty slave dolls who keep their mouth shut or on dick,1
mention1 gotta pay the bills bruh,0
mention1 they give you a gun use the gun to spook the spookers with lead to the dick,0
mention1 dont trust this lying bitch lets see if any of the other nude women in the lineup come forward shell do url,1
"if they keep making plans with you and something keeps 'coming up' don't be mad, it just means something better came along",0
sexworkersagainstfeminism are invited to join the blog . end feminism today! url,1
"for the viewers who are unable to read a bio, this account is for pure entertainment. its a joke, like woman's rights. yesallmen",1
mention1 my point is that men aren't all the cause of it mostly is but not all men and some women blame all men.,0
bad girls get spankings,1
this woman in front of me really needs about 900 xanax shes just told her kid to stop being a cunt lmao,1
keep lisa and jisoo out of your dirty mouth ugly skank ass bitch deactivate delete go get a life stay away from bla url,1
"there's an application, an interview... it's a whole process  url",0
when your whole life is falling apart but you refuse to let them see you sweat url,0
mention1 ugh fucking bitch ass cunt!!!!!!!!!! cheeto ass looking bitch ,1
"don't tug on my dick unless you plan on sucking it.... in other words, flirting is not acceptable!",1
"if she lets you put your penis in her vagina with no strings attached, have the common decency to treat her like a queen on her bday",1
"a man, knows the difference between a woman and a lil ol whore bitch 100",1
mention1 first of all im not transgender but what if i was? stupid petty ass bitch ,1
i gotta stop drinking and meme'ing ,0
mention1 meanwhile the same women need only to be 1. not fat 2. not a cunt and can't even pull that off,1
alcohol doesn't give you an excuse to be a whore. womensuck,1
cant believe they hired a woman and not me!!!! i guess mcdonalds hatesmen? mickydhasnod fuckyouronald..,1
mention1 it should cost you more for being a dirty skank!,1
mention1 you probably ruined all yours. considering you're a woman,1
mention1 mention2 how about that liberal whore chelsea handler? that bitch definitely sounds ignorant!,1
mention1 mention2 bitch u need to shut ur fuckin hole.. enough is enough. persist,1
you couldnt possibly value a girl if you still refer to women as bitch ,0
if you wanna fight with me on man hating don't ' not all men me' bitch,0
"mention1 to me any girl messaging and calling , initially i was like 'chalo koi to bhaw de rahi' then bitch was selling pyramid scheme ",1
"mention1 mention2 actually, yes i do. the cunt is the vagina. all women have one. it is a beautiful, wonde url",0
"say you gon ride, bitch ride",1
when your girls actin a fool so you let your side bitch listen url,1
mention1 mention2 someone tell the hysterical woman that the last time cam was without benjamin he won league mvp.,1
rt mention1 when a fart slips out in front of your fella for the first time url,0
"mention1 learning? yes, like how much they nag and how hysterical they get over the most minuscule of things. females  unbalanced  crazy schizo",1
my life was really headed in the right direction before i started drinking... at the age of 10...,0
never trust a girl with 'makeup artist' in her bio... they're professional liars... they can even make your own eyes lie to you,1
mention1 ur cunt would be so wet as i fucked ur slut holes x,1
"i said i was a whore, bro i can be a real bitch as much as u want",0
mention1 google your ass you immature cunt.,0
it sounds so ugly to hear a female talk about another female claiming shes a slut or whore like bitch it aint yo pussy why u worried for,0
mention1 mention2 mention3 much confirms that she is a hysterical liberal wacko. any woman who forces pothe url,1
mention1 mmm perfect body and so am i am now come here girl i got a big cock for u to play with ;),1
how about instead of candy you get a free std check?  cough   skank   cough ,0
it's very weird to me how i can be so in love with myself and just as disgusted with myself at the same time,0
"imaybeathiefbut but i'm not a mean girl. ok i was once, but is calling my bestie a cunt and a whore so bad? oh, an url",0
introducing the 'i'm over 30 and no man wants me' pillow url,0
mention1 ensure you use a closed lid with a hole in the centre.. else you'll send beans flying everywhere!,0
"hey ladies and men, rape, and sexual assault, etc of any sort is not acceptable in society. for those of you who commit these acts, pls die.",0
so my chloe don't want to see me win she unfollowed because i made a post i hit 100 followers and then she unfollowed me bitch fuck u whore,1
when your inner unicorn is showing url,0
fuck off you stupid fucking cunt oh my godddddddd,1
what the fuck richard you can just shove my milkey seeds into your hole mention1,0
my neighbour is such a cunt i hope someone murders that stupid bitch. preferably tortures her first as well,1
that one cock blockin ass bitch you can never get past url,1
mention1 mention2 someone tell the hysterical woman that the last time cam was without benjamin he won league mvp.,1
"rt mention1 ""you too skinny, imma hurt you"" girl  if you don't shut the fuck up and ride this dick. imma be aight. i got obamacare.""",1
fuck woman who make false accusations of rape. you are a piece of poop url,1
when she tells you she likes guys that read... url,0
bitch niggas get mad wen women tell em the truth they mama's was too pussy to say. not my fault son ,0
so if the best way to bring awarenessfight the problem is by u - problematically - crying about 'not all men' you are part of the problem.,0
mention1 you ungrateful whore. . . i'd have bought it n everything ,1
"the olympics was fun, except for the fact that i would never watch a woman play sports.",1
"politically, i call it rape whenever a woman has sex and feels violated.-catharine mackinnon",0
"1- this means, you can't ram these into silo-openings. you have to target the entire tunnel or silo structure with these.",0
they also attack the stat that 1 aussie woman a week is killed by her partner. they swat it away in the biggest notallmen ways.,0
"mention1 that's exactly right! bitch boy sean is no better than she is, they're both all for the views and subs. 2 drama whores!",0
but hey he's also the nigga that goes 'not all men' when women are talking about how sexual abuse traumatizes them so it's expected,0
faq: i need fast delivery - can you get me out of a hole? print marketing eventprofs url,0
via daniella peled 'hysterical' jews and 'frenzied' women url,1
"she degraded dark skin women and the lgbtq community, that hoe is cancelled for life",1
preying on women is a bitch tendency ,1
mention1 hey look its the woman who wants to get famous for crying about an ass slap. you truly are a worthless cunt.,1
mention1 id love to lick your pussy before and after a big black cock has fucked it! im in northwest indiana hmu if you need a cuckold!!!,1
help us all the bitch is back. i checked the hole she went in and covered it up. url,1
mention1 this trashy whore gold digger at again trying be something that makes her think shes good ughhh not happening hoe bag pos,1
oh you cunt! it's 9:30am,0
i dont want no nigga wit a bitch or fucking multiple hoes i love my health,1
"mention1 why tf is wendys rapping on twitter, get yo ass back in the kitchen before i rape that lil bitch in your profile pic",1
if you idiots would stop tryin to save these hoes you'd probably get a lot more pussy,1
wonder why some women get hysterical here. climacteric is understandable but social networking surely aint a pageant to perform.,1
fox news host: lock clinton up url get this cunt pirro off the air. she is a woman hating woman.,1
c'mon everyone re-tweet this to spread the word! womensuck,1
"'i know. and pregnant women can be a real bitch. sadly, i know from experience. ah well. lifes no longer like that.' url",1
ew a year ago i was chillin w a nasty coke head looking skank  bitch you nasty,0
youre in the middle of being a woman or being a bitch?,1
when someone i'm sleeping with tries to tell me about their personal life url,0
womenagainstfeminism somebodytotris menshealth the feminists are running scared. men are fighting feminism. url,1
bitch you can't keep up so stop trying,1
i don't just make girls cum... i make girls ask me if they're allowed to cum,1
mention1 mention2 :') this whore is damn sexy mention3 tbh this girl knew how to name her acc :'),1
after the first time you sleep 2 guys in the same day url,0
mention1 it's not hysterical or exaggeration. abortion is horrendous. there are other ways to help women in crisis,0
mention1 mention2 this is the reason women in hollywood are treated like whores. if it looks like a whore and url,1
show your support. subscribe by rss. men's rights advocates are growing! jobsreport bringingbackthesunshine url,0
rape culture is just another millenial myth made by bloggers and instagram sluts.;;,1
"all bitches do is lie, talk shit and fuck up their eyebrows",1
daaaaaaamn white people... back at it again with some more stupid shit url,0
i hate when handicapped people park in regular spots... who tf do they think they are?!,0
mention1 mention2 the girl is late on her house payment. quick buck for the skank.,1
nelly should beware of other woman now trying to accuse him for rape .. ladies after this lady because if one does it others will try it too,1
i miss this bitch ass whore,1
kinky slut with loose cunt takes it up the ass url,0
how are women and rocks alike? you skip the flat ones,1
"mention1 i won't deny someone right to be a anchovy kunt eater if that's what they want, but don't think you will url",0
thots be like 'omg she's such a slut' firstofall didn't you fuck the whole football team???,1
mention1 how bout women that bitch the wolf? no fine? where's the equality?,0
don't know why you love da whore her pussy like open doors ,1
i hate girls that thing they are super hot when they're ugly as fuck! womensuck,1
mention1 mention2 omg! megyn is a skank. you have that right.,1
"stop smelling those sandwinches you hideous cock, she's escaping to the side",1
"mention1 mention2 a police officer calling a woman you don't agree with a 'cunt'? nice, then again civili url",0
maybe most women generally get along with each other really well because we don't have to deal with weird ass bitch url,1
mention1 where were all these people when ram setu was to be destroyed. where were you when your coalition partner karunanidhi commented on sri ram,0
how to pronounce audi cunt rt url slit box muff clit audi slut gash puss twat audicunt a,0
"if your girl keeps a toothbrush in her car, she's a hoe",1
this day is also known as 'national catch a sexual harassment charge day' url,0
mention1 wow!! never seen a woman juggle a big cock like that,1
"'god, did you hear about that stupid guy who works at youtube who is a total cunt? i think his name is chugchog'",0
mention1 mention2 jayceejuice is a whore does she have sex talk with you too? does she send you picks also she's a fucking slut,1
i thought you had to fuck 20 different guys to be a hoe  so that explains why women fine someone better but still url,1
me trying to make it through life url,0
how retarded must you be to have a skank shave your legs  jeremykyle,0
"i get curved all the time idgaf, there's too much pussy out here to trip off any bitch",1
mention1 while the billions outside america love snl and just point and laugh at the stupid cunt in the white house ,0
if they don't trust you enough to let you cheat in peace is the relationship really real?,0
"to the woman in a car, honking at me for two blocks on bank: you looked hysterical and idiotic, and i was getting a nice workout. so there.",1
she said 'true'  url,0
when the dj plays your joint and the whole crew gets lit url,0
mention1 are you really serious with this guy? he spews vile things towards women and now he plays victim? hysterical.,0
break up with your girlfriends before you leave for college. theyre just gonna tie you down and we all know they're gonna cheat womensuck,1
stimulate her mind and her vagina will follow suit,1
mention1 it must have been cause i didn't get it,0
mention1 woow.. you can smoke cigaret and suke may dick ...,0
niggas might want you but you a regular bitch to me,1
if she dressed like a hoe in the cold she a real whore ,1
mention1 your just a dirty fuckin whore u got all this chat about me go suck ur fuckin mum u disgusting lil hoe say suttin,1
pro tip- put all your bitches on a period tracker app so you know when to avoid they ass,1
when your girl tryna be slick and get the password to your phone url,0
god that old lady was a cunt. people are so fucking stupid when it comes to being handed money,1
he was being nice and cool. you were being an attention whore. next time explicitly say youre not interested instead of flexing for twitter url,1
mention1 mention2 that could couldn't tell you the starting qb..much less what a ram is...lol..jk,0
what's the difference between a blonde and a washing machine? a washing machine won't follow you around all day after you drop a load in it,1
have you reserved your spot at ram's annual art affair?! ram members get 25 off admission price! url,0
her- remember when you said you loved me? me- url,0
"mention1 mention2 to follow lord ram,s teachings is more important than his temple, to start with you may ho url",0
when autocorrect just gets you url,0
you a childish ass bitch if u don't suck dick and u a gay ass nigga if u don't eat pussy  idc let's argue,1
bitches fav line is am i supposed to be scared? listen here lil bitch you dont have to be scared to get your ass beat. so wassup,1
"mention1 mention2 mention3 yeah, but who was the bitch that wouldn't let her answer?",1
this is the only time i feel safe leaving my phone face up url,0
mention1 mention2 where are you getting notallmen from? i took issue with the fact they don't explain the url,0
when someone brings a screaming kid into a restaurant and acts like nothing is happening url,0
mention1 mention2 wait are you saying that the canine birth canal is not a puppy sized hole in the mother's belly?,0
if a woman doesn't want you just unleash your charm. women are weak and will cave after almost nothing.;,1
mention1 but how can they be raped if no men are there to rape them?,1
if i ever met taylor she would be like : get this hysterical girl away from me.....and frankly i'd agree w her,0
mention1 mention2 mention3 mention4 blocked!! stupid libtard. you are an embarrassment to all men. you beta male bitch.,0
i don't have time for you whores bitch can't you tell? i only spend time with money  that's because she pays me well,1
how did the medical community come up with the term 'pms'? 'mad cow disease' was already taken.,0
"mention1 no, keith, you should be next. your hysterical girlie rants are pretty hilarious, i might miss them url",0
i hate coming to the city people real life know my car like pussy study yo bitch car ,1
rt mention1 'you miss 100 of the shots you don't take.' -- wayne gretzky,0
it's like it's always the ones you care for the least that be talking so much shit like bitch i'm not even paying attention to you lil whore,1
"wake up at 6 in the morning to hear mention1 commentating on the game. guy speaks out of his butt hole, dont know how you got this job ",0
mention1 go rape your whore of a mother,1
reason 346738 why some women are stupid af url,1
let me tell you something about you that you don't know! okaybitch womensuck,1
mention1 i don't want to blame the victim but this makes it difficult. are you a ho just lookin for money or are you a victim looking for justice?,0
when you're on your way to a dick appointment url,0
im so glad i make more money because i'm an a man! can't wait for more women to get less and do more! keepwomendown,1
 past me bitch you ok???? you fake ass slut url,1
mention1 how's that?,0
yesallwomenbelonginthekitchen,1
this bitch crazy he saying its cool to rape? url,1
